,b_id,b_latitude,b_longitude,col_before,col_during,col_after
28274,6420489,47.52486148,-122.2807089,24,1,54
28303,6449498,47.56664668,-122.4083043,91,87,84
28310,6520609,47.64532597,-122.361158,10,59,69
28342,6412958,47.66222901,-122.3061952,16,68,32
28360,6412903,47.69052876,-122.306613,35,5,82
28370,6435373,47.58166511,-122.3916025,85,96,39
28377,6461513,47.59779116,-122.2992519,66,77,49
28381,6340105,47.70272279,-122.3455571,77,96,33
28383,6432246,47.54915551,-122.3096264,5,52,24
28398,6534546,47.66278674,-122.278669,90,23,88
28399,6464248,47.60382745,-122.3034788,30,0,12
28407,6533102,47.6182168,-122.3139909,31,30,23
28434,6585212,47.59044537,-122.3841839,26,18,98
28443,6465824,47.64606644,-122.3150117,49,65,56
28444,6349891,47.70502468,-122.3771223,19,63,47
28448,6486895,47.5495597,-122.30892,94,93,89
28459,6515960,47.62177959,-122.3429326,86,82,52
28483,6476693,47.61987638,-122.3080258,54,10,9
28493,6384215,47.6502397,-122.3977553,34,62,92
28511,6392867,47.52639812,-122.2785569,30,68,26
28523,6458845,47.67136738,-122.2819156,57,10,14
28535,6540630,47.55651072,-122.2885273,51,14,94
28537,6562732,47.60896713,-122.3348214,17,0,69
28576,6585420,47.55310617,-122.2805796,37,41,20
28577,6496171,47.54893279,-122.358735,5,8,40
28579,6482037,47.65907469,-122.3195264,99,71,21
28585,6547083,47.6743961,-122.3850191,94,17,69
28604,6442470,47.63518535,-122.3523516,36,25,7
28643,6569953,47.55055791,-122.3218241,42,55,12
28649,6361059,47.69371474,-122.3620883,77,39,68
28666,6464857,47.52523193,-122.2760381,86,43,99
28683,6531170,47.65476026,-122.3276422,30,75,89
28703,6550850,47.5685787,-122.36037,39,15,28
28706,6357831,47.69810647,-122.3702733,68,47,56
28724,6363677,47.68563546,-122.3772431,21,43,1
28725,6496606,47.66060358,-122.3551159,16,5,86
28751,6471782,47.55189388,-122.3819111,46,54,46
28759,6408716,47.63832854,-122.3934418,88,53,60
28768,6443017,47.54849317,-122.3562911,13,37,71
28783,6539628,47.54676012,-122.3761085,16,13,6
28797,6443689,47.67924952,-122.3002114,79,61,22
28821,6420513,47.52490644,-122.2798803,67,40,21
28838,6466945,47.63672857,-122.3686897,17,47,39
28854,6331643,47.62317283,-122.2917742,71,80,57
28855,6482004,47.54651198,-122.3215137,78,90,45
28856,6463708,47.52599642,-122.3528055,98,96,69
28858,6493101,47.65217843,-122.3515149,67,33,89
28862,6337103,47.68014768,-122.2908176,7,0,72
28889,6597278,47.57699039,-122.4122965,33,63,24
28900,6384426,47.61716307,-122.2969468,71,97,62
28904,6345134,47.62001578,-122.3419767,71,45,90
28926,6385693,47.70417092,-122.3467211,99,28,79
28934,6470868,47.67183187,-122.3954257,45,63,62
28940,6366885,47.55836067,-122.2832613,31,20,20
28948,6398636,47.66392536,-122.3062412,91,53,59
28954,6403362,47.58390894,-122.2947744,38,39,38
29004,6393985,47.51082,-122.2584686,93,11,2
29012,6289114,47.62384112,-122.3394213,56,23,60
29024,6578242,47.65814934,-122.3254838,85,11,10
29032,6574839,47.67987511,-122.3751337,53,39,54
29052,6496388,47.55558973,-122.2729369,24,20,1
29053,6499092,47.53965654,-122.3714933,51,21,21
29059,6395297,47.66066403,-122.3616098,39,66,71
29083,6511719,47.65141714,-122.320829,18,29,20
29084,6582056,47.54863362,-122.3056208,92,98,75
29091,6369451,47.57896046,-122.3889145,2,59,78
29094,6447503,47.57093102,-122.2876429,38,85,77
29112,6375969,47.69994306,-122.2737153,13,36,46
29118,6598251,47.68495854,-122.3452305,2,43,81
29120,6417972,47.59281556,-122.2936397,37,33,53
29137,6429556,47.67667619,-122.2925264,51,99,16
29162,6556177,47.68329274,-122.3012336,98,43,15
29173,6352307,47.69456489,-122.2909095,42,16,17
29176,6417752,47.71737682,-122.3186967,99,57,84
29179,6532684,47.54930473,-122.3077418,48,9,97
29199,6413010,47.60699377,-122.2897286,80,18,0
29212,6399683,47.70107579,-122.3139359,30,77,49
29223,6349541,47.54825246,-122.3090249,45,24,60
29228,6471321,47.5599854,-122.3522246,99,89,24
29257,6426688,47.72200826,-122.2899232,44,74,3
29267,6317587,47.65673138,-122.3201138,16,19,76
29272,6423459,47.57098089,-122.2867948,97,21,35
29283,6535466,47.67340068,-122.3850972,51,33,63
29301,6582404,47.70443835,-122.3396408,48,47,58
29327,6571897,47.67535397,-122.328495,72,48,90
29331,6561092,47.64436192,-122.3552507,1,86,89
29338,6404804,47.58179708,-122.4016348,29,67,38
29359,6420500,47.52463516,-122.2795529,67,66,85
29381,6469525,47.67952598,-122.3540885,91,2,41
29389,6539427,47.66665391,-122.3770559,63,95,98
29421,6532315,47.68138575,-122.2698602,91,30,69
29431,6442532,47.54968339,-122.3834558,64,6,16
29432,6396623,47.554512,-122.3091694,51,58,13
29435,6283427,47.5388584,-122.2984135,56,54,90
29470,6453796,47.69008394,-122.357572,68,23,81
29475,6418212,47.64626509,-122.3603139,5,91,82
29515,6429405,47.61469864,-122.3271735,23,41,83
29529,6507446,47.63448426,-122.364057,4,82,84
29538,6558520,47.52267617,-122.32965,17,43,12
29541,6558519,47.52231778,-122.32914,42,41,39
29555,6501379,47.61141658,-122.3213695,2,25,42
29566,6428460,47.69183352,-122.2900506,13,53,40
29577,6621807,47.63930901,-122.3197957,5,45,33
29583,6582055,47.54854261,-122.3062633,73,98,32
29588,6619231,47.60014381,-122.2996254,87,21,12
29589,6369370,47.63911237,-122.324232,97,21,4
29591,6411313,47.6259485,-122.3509121,50,10,85
29605,6286988,47.59718925,-122.3189599,86,7,75
29622,6359815,47.53707522,-122.3877343,86,55,73
29623,6456706,47.64056835,-122.3280943,96,95,58
29626,6455573,47.69172722,-122.3426662,19,36,32
29628,6544200,47.54209462,-122.3824754,85,23,67
29649,6303090,47.72859378,-122.3166394,35,46,4
29699,6431874,47.64819844,-122.4066161,30,87,62
29705,6560371,47.69696498,-122.3405801,45,12,13
29736,6570386,47.66483436,-122.3467264,86,17,81
29760,6472164,47.56888819,-122.2858597,47,8,9
29782,6479416,47.62928555,-122.3470434,66,2,54
29785,6453665,47.65935341,-122.3507538,20,49,54
29812,6607645,47.61786913,-122.2950896,72,79,11
29818,6501122,47.65001537,-122.3366383,9,31,14
29819,6595378,47.61794213,-122.2950906,54,17,92
29820,6530275,47.67097506,-122.3008883,65,80,77
29822,6448691,47.68210206,-122.3608493,11,36,30
29835,6354186,47.5344055,-122.278962,60,80,94
29837,6369527,47.69830825,-122.3891364,23,31,15
29867,6410263,47.67371004,-122.3189583,41,17,72
29868,6348540,47.62033328,-122.3332502,29,24,90
29923,6591237,47.54454149,-122.3748396,2,81,47
29940,6584109,47.64386094,-122.361445,52,20,13
29941,6538226,47.65511068,-122.3960162,94,56,66
29944,6542258,47.58880165,-122.3151799,85,38,23
29949,6546956,47.54304321,-122.374223,79,51,14
29953,6528588,47.55940704,-122.3811557,69,18,66
29965,6165135,47.72943418,-122.2915677,61,97,79
29995,6493664,47.67297129,-122.3781275,36,84,57
29997,6362569,47.64984035,-122.3218308,82,63,70
30000,6429457,47.5360747,-122.3514967,64,82,56
30003,6327742,47.55461623,-122.3590596,57,84,95
30015,6589855,47.52195844,-122.3784188,79,4,52
30017,6516927,47.62327913,-122.3324607,39,18,41
30025,6389378,47.63848295,-122.3711843,53,55,48
30048,6358931,47.71956753,-122.2923483,9,76,7
30050,6383355,47.56270022,-122.3857949,36,47,53
30058,6590397,47.67582097,-122.3795484,5,84,17
30070,6449845,47.55670801,-122.3610053,90,63,63
30072,6570925,47.5395612,-122.3710066,59,99,90
30075,6594716,47.51425836,-122.2640161,69,79,90
30093,6424994,47.6740228,-122.3753048,79,37,41
30098,6074150,47.63827547,-122.4102998,85,39,44
30116,6348226,47.67800755,-122.2884766,44,30,20
30155,6391053,47.65300721,-122.3519135,96,30,68
30164,6381536,47.67664235,-122.3252828,3,79,57
30172,6584990,47.66711473,-122.2791241,66,16,95
30199,6613815,47.65736366,-122.3480963,17,91,54
30223,6372416,47.54370122,-122.3756577,81,67,61
30233,6146807,47.5409447,-122.2706513,40,88,87
30251,6568505,47.65736034,-122.3482672,95,98,47
30261,6510000,47.56399155,-122.3844929,30,89,84
30272,6383919,47.61757294,-122.3239217,37,48,44
30275,6534710,47.55212065,-122.2822042,62,8,96
30282,6514835,47.55253186,-122.2610296,24,70,37
30325,6395051,47.60915287,-122.2970061,57,49,97
30328,6596739,47.61997251,-122.3388731,22,0,44
30372,6462498,47.52604392,-122.2614443,52,31,32
30389,6516017,47.66896235,-122.3758032,3,29,66
30390,6554957,47.68969384,-122.3329629,77,92,9
30394,6459663,47.61695396,-122.339922,59,81,44
30408,6566816,47.6958609,-122.2914077,66,53,91
30410,6610561,47.6672517,-122.3866312,22,4,1
30418,6399127,47.6224763,-122.31653,32,0,56
30419,6574060,47.72477592,-122.3097964,18,17,55
30424,6495140,47.66077453,-122.3050325,16,79,67
30455,6619563,47.67403922,-122.3858158,31,3,75
30464,6412993,47.60782349,-122.2896738,30,33,8
30484,6462373,47.67602964,-122.3159128,80,50,76
30501,6547993,47.54546818,-122.3608759,5,2,24
30507,6471737,47.70225543,-122.2757833,31,66,28
30523,6565546,47.67350129,-122.3837087,84,83,28
30536,6370681,47.68434924,-122.3051027,46,26,80
30539,6505989,47.64783172,-122.3836261,97,58,94
30571,6574181,47.66642984,-122.2888271,89,55,32
30577,6484286,47.64681201,-122.3630621,55,84,41
30585,6563110,47.68373194,-122.2747317,77,95,8
30592,6577505,47.67841402,-122.2705811,61,47,69
30602,6395391,47.67480217,-122.3766153,55,1,38
30604,6379558,47.56373681,-122.3857625,46,84,87
30605,6357828,47.69218714,-122.345842,55,33,94
30621,6556801,47.63541608,-122.3712057,45,72,33
30632,6499720,47.67678422,-122.3199134,29,47,38
30642,6401508,47.59089516,-122.2916488,60,31,71
30650,6404600,47.67325969,-122.381459,52,51,53
30659,6606963,47.67468543,-122.2805812,80,98,85
30671,6475983,47.63310462,-122.3230233,44,35,20
30682,6526803,47.68004583,-122.3764168,8,93,99
30686,6440259,47.67511683,-122.3883325,53,19,5
30690,6557560,47.69192974,-122.3394882,29,31,30
30694,6492368,47.59176906,-122.3829279,10,21,6
30704,6251050,47.66893097,-122.3598099,84,73,22
30715,6499096,47.54051301,-122.3715675,30,75,22
30730,6399688,47.69256196,-122.2892165,25,66,71
30731,6544081,47.63541678,-122.3714937,30,14,82
30742,6524361,47.66248621,-122.369589,52,31,51
30752,6513684,47.53456327,-122.3675453,8,23,65
30757,6542140,47.62582643,-122.3199486,64,31,68
30772,6357557,47.69433439,-122.3775052,89,12,46
30778,6520847,47.71005882,-122.357365,5,69,20
30786,6408664,47.61779195,-122.2893891,12,6,96
30799,6438918,47.61734004,-122.3006178,36,88,2
30805,6406532,47.63253209,-122.3503278,70,68,73
30811,6505451,47.72160234,-122.3178952,78,44,51
30864,6354898,47.65794367,-122.3190362,55,61,27
30894,6562387,47.62234141,-122.2896583,95,52,38
30910,6544196,47.59591981,-122.3016198,97,21,24
30921,6581499,47.55559647,-122.2864393,52,2,91
30935,6412408,47.63849474,-122.3769606,2,61,4
30937,6430762,47.49691395,-122.3755533,78,51,34
30951,6466203,47.70527165,-122.3516557,79,44,74
30958,6552298,47.57770886,-122.3102049,18,96,12
30960,6373405,47.6178657,-122.3001994,53,41,11
31027,6483631,47.66963316,-122.3670713,85,81,84
31030,6529041,47.61256623,-122.2964767,20,83,54
31037,6472948,47.64691483,-122.3630646,26,53,86
31044,6545795,47.66645771,-122.3017224,16,54,68
31049,6497155,47.67928226,-122.3946783,6,74,24
31065,6384369,47.54332509,-122.2890752,21,46,50
31078,6368081,47.63849549,-122.3714266,14,81,79
31090,6433898,47.56069233,-122.3324225,1,28,33
31111,6542234,47.67207411,-122.3801591,93,40,51
31112,6375362,47.55903312,-122.2991611,27,5,86
31117,6432435,47.65983055,-122.3119646,47,76,16
31118,6524404,47.60396324,-122.3093018,29,10,9
31129,6424514,47.67691793,-122.2920536,56,56,28
31140,6328347,47.64182147,-122.3733433,96,51,45
31146,6546935,47.71082501,-122.3498588,88,11,27
31165,6419589,47.693905,-122.325108,62,36,52
31189,6365381,47.56343313,-122.3621826,98,48,28
31194,6563657,47.65004926,-122.4069277,45,57,3
31203,6486960,47.69229096,-122.3757671,99,60,68
31234,6352783,47.7246757,-122.3329714,38,65,97
31242,6454647,47.59608631,-122.3114199,61,3,90
31253,6445826,47.61789385,-122.339443,32,33,12
31285,6540240,47.61732036,-122.3252791,92,49,68
31294,6569162,47.69255878,-122.3233677,15,37,7
31296,6511864,47.69091844,-122.3206688,63,19,36
31302,6441344,47.51872777,-122.3762832,58,1,25
31305,6516530,47.68584148,-122.3227375,11,14,80
31306,6545122,47.68129243,-122.3765451,15,69,32
31379,6453800,47.57093442,-122.2881164,49,34,65
31380,6397146,47.69451996,-122.3574768,81,97,75
31385,6503136,47.67583678,-122.3743838,32,58,76
31399,6379339,47.53989927,-122.3928082,64,57,63
31405,6425811,47.61789385,-122.339443,4,10,74
31413,6317697,47.63016252,-122.3547974,86,10,49
31419,6499769,47.67566271,-122.3134801,34,24,72
31422,6430745,47.66612369,-122.2812452,22,88,53
31430,6494940,47.68757118,-122.3771905,8,81,74
31444,6626060,47.66747171,-122.3198221,2,16,88
31446,6596542,47.55031753,-122.3732706,14,46,69
31480,6580470,47.69453685,-122.3509734,5,36,78
31490,6490837,47.64056835,-122.3280943,38,44,5
31500,6384026,47.56754374,-122.3573629,59,19,65
31505,6534604,47.58750542,-122.3858355,37,28,95
31508,6378644,47.63854074,-122.3262016,44,29,96
31525,6402439,47.68623585,-122.3222941,37,54,57
31528,6414785,47.60759324,-122.2838873,77,78,81
31529,6595991,47.52024366,-122.3554403,1,82,56
31538,6471260,47.57704432,-122.4109788,66,74,36
31550,6353498,47.6750979,-122.392332,71,17,57
31560,6592275,47.70435956,-122.3353653,6,87,0
31563,6334622,47.64369004,-122.4068412,30,28,32
31564,6554311,47.59869482,-122.2977469,69,97,82
31568,6516087,47.58614304,-122.3858558,11,86,70
31573,6368547,47.57982728,-122.3091218,18,73,77
31598,6621759,47.53732184,-122.3923784,55,26,31
31620,6459639,47.62127489,-122.3576677,62,15,9
31628,6621760,47.53739934,-122.3923757,21,38,23
31629,6376973,47.64791563,-122.4080663,71,1,17
31631,6438080,47.55634875,-122.2888001,37,12,81
31641,6458222,47.58605747,-122.3013731,59,23,55
31662,6409253,47.6530992,-122.4028428,9,92,18
31681,6419756,47.6213124,-122.3407661,73,61,76
31684,6511914,47.67644728,-122.3938523,58,30,7
31689,6487629,47.72317061,-122.3037639,44,28,18
31718,6511288,47.60600448,-122.2920511,37,41,84
31727,6467515,47.55470208,-122.2701658,25,11,30
31738,6480540,47.64806848,-122.4086489,20,32,26
31756,6357763,47.54340017,-122.3682584,86,82,33
31772,6393822,47.5886055,-122.2938691,35,13,95
31774,6355907,47.68209586,-122.3531868,17,52,73
31787,6464588,47.58606997,-122.3011257,58,10,60
31789,6621758,47.53739185,-122.3921969,85,38,7
31802,6596082,47.66675551,-122.3720398,19,49,39
31804,6453487,47.67330119,-122.3883112,67,87,35
31832,6552776,47.72360443,-122.3659724,28,11,74
31836,6518817,47.60063701,-122.3051503,45,98,40
31856,6332045,47.64830188,-122.3890849,25,43,9
31871,6462401,47.5876109,-122.3124917,48,67,27
31885,6558723,47.61718246,-122.3178268,26,67,2
31887,6490595,47.56087154,-122.2933671,34,95,81
31892,6462293,47.67288856,-122.378308,85,94,71
31907,6503485,47.54561126,-122.3301378,46,19,80
31908,6499668,47.57328986,-122.2862123,15,99,78
31917,6361965,47.53866729,-122.3666558,33,11,0
31937,6546410,47.50135048,-122.3832655,67,66,5
31941,6347744,47.71294627,-122.2777245,65,55,57
31953,6595572,47.52032971,-122.3554479,54,51,26
31960,6296972,47.61614327,-122.2938896,0,24,84
31961,6520975,47.67796341,-122.2726111,3,89,51
31971,6353030,47.60868823,-122.299197,50,40,62
31986,6590487,47.53731619,-122.3921318,79,35,9
31994,6499351,47.66936957,-122.2871554,17,43,87
32005,6548944,47.55634758,-122.3810105,61,33,29
32009,6381195,47.56317235,-122.3137837,0,9,49
32020,6496711,47.58751328,-122.386047,87,34,91
32034,6526134,47.67340043,-122.3849617,78,63,97
32048,6523038,47.71316796,-122.3551061,4,34,24
32066,6407241,47.62366408,-122.322307,68,37,27
32067,6545828,47.65576921,-122.3483071,1,57,80
32073,6595528,47.66338441,-122.2750054,45,58,58
32092,6611270,47.67548785,-122.3858184,31,16,56
32095,6452705,47.56966412,-122.3870225,47,58,1
32112,6533637,47.6196219,-122.3040321,20,46,57
32136,6515549,47.67433997,-122.2883512,90,34,67
32145,6489041,47.62482432,-122.2963234,31,65,56
32149,6484193,47.53685563,-122.377127,16,78,17
32163,6450010,47.62149429,-122.3312055,42,87,7
32217,6585132,47.67292152,-122.2709596,32,65,17
32230,6486257,47.60310594,-122.2890603,65,49,57
32263,6332998,47.65224054,-122.3614834,26,87,89
32277,6347005,47.72518662,-122.282257,56,86,50
32314,6524145,47.55354386,-122.3574504,40,58,31
32317,6564629,47.54581895,-122.2796937,35,68,57
32335,6420494,47.5245529,-122.2804579,41,63,50
32362,6412589,47.55899721,-122.2884974,53,10,43
32381,6441168,47.69034941,-122.3808097,86,95,21
32396,6556216,47.70582053,-122.3457262,44,85,84
32400,6380722,47.67709476,-122.3188168,35,42,50
32404,6556313,47.66015559,-122.3452001,89,84,61
32412,6409234,47.56723894,-122.2858497,91,47,76
32417,6575722,47.67476049,-122.3889385,83,43,84
32427,6350175,47.61127033,-122.3117998,66,5,77
32433,6352080,47.60604809,-122.3145296,79,84,41
32445,6395330,47.54329538,-122.3223125,10,86,43
32446,6531612,47.62488719,-122.3347023,55,49,63
32454,6451066,47.63424613,-122.2788082,19,85,82
32475,6452765,47.54828517,-122.3982176,26,28,20
32477,6500013,47.57735719,-122.3728718,11,7,73
32501,6593883,47.60941591,-122.3059526,61,73,69
32509,6378703,47.73031794,-122.3349197,68,61,81
32511,6386713,47.68154311,-122.3242452,9,63,97
32512,6545023,47.69579406,-122.3503084,29,96,20
32516,6388231,47.62153634,-122.2934259,61,76,0
32554,6413300,47.5109429,-122.3735221,59,25,40
32576,6612614,47.5360148,-122.3840867,70,24,98
32580,6478244,47.67576342,-122.3866024,3,66,54
32588,6570059,47.68823382,-122.3518049,82,94,23
32606,6570346,47.56007093,-122.2923576,27,33,89
32609,6427604,47.65225239,-122.3378465,61,53,86
32614,6441158,47.69033753,-122.3808808,37,34,56
32627,6450136,47.66062571,-122.3968436,11,77,11
32652,6314550,47.56013448,-122.3864298,68,5,45
32677,6546221,47.5771645,-122.286609,99,67,69
32679,6516342,47.63567223,-122.283681,44,23,26
32710,6361964,47.53838081,-122.3661411,21,99,94
32720,6505590,47.6821097,-122.2726694,91,30,84
32741,6561112,47.68036746,-122.3013522,3,9,49
32768,6380693,47.61632879,-122.3330523,54,88,20
32770,6572998,47.67688616,-122.2708158,84,12,62
32775,6371977,47.63275501,-122.3425104,25,75,17
32778,6537623,47.65487421,-122.3276341,69,55,1
32812,6448853,47.67516557,-122.3868267,83,70,59
32813,6406237,47.63606961,-122.3909235,40,15,55
32818,6423027,47.61440726,-122.3417251,24,81,22
32838,6372305,47.53627969,-122.3770547,82,69,87
32842,6500430,47.56362535,-122.3844344,14,81,75
32849,6459139,47.65482313,-122.3862399,94,37,0
32850,6322802,47.64270822,-122.4112115,90,25,96
32884,6594521,47.52000918,-122.3554038,82,20,83
32901,6411961,47.61682361,-122.2969439,47,70,56
32951,6487262,47.67208769,-122.3242314,67,22,70
32978,6480515,47.65885512,-122.3464555,22,54,65
32979,6590379,47.69160093,-122.3049158,98,87,61
32998,6388591,47.70991472,-122.3253332,99,78,18
33044,6442477,47.62569697,-122.3248635,47,54,55
33047,6385997,47.58148554,-122.3170592,44,58,31
33050,6569003,47.68821589,-122.3614051,61,6,10
33060,6503414,47.69266268,-122.2698858,15,96,89
33065,6361961,47.53753196,-122.3670192,90,3,80
33072,6365737,47.51323854,-122.3798174,97,12,20
33084,6522378,47.63001193,-122.3686664,2,65,68
33092,6421330,47.66673716,-122.3831091,24,25,10
33111,6555893,47.66385198,-122.3701725,7,65,41
33113,6505822,47.63427132,-122.3693743,84,16,15
33117,6555840,47.66182537,-122.2889781,50,33,1
33141,6485841,47.6774562,-122.3184672,14,33,7
33143,6496531,47.64978487,-122.377142,94,27,28
33145,6493515,47.61050334,-122.3099178,11,45,13
33159,6566181,47.69665857,-122.3697405,41,0,71
33162,6354239,47.65265295,-122.3317779,53,1,79
33164,6547224,47.52162447,-122.3582303,3,0,20
33166,6413312,47.67277346,-122.3185256,92,39,86
33189,6561190,47.53641488,-122.3448613,51,50,86
33194,6433767,47.67968779,-122.3738626,19,36,91
33195,6452628,47.55159663,-122.3615001,99,83,44
33198,6563697,47.54086592,-122.3710046,84,19,9
33206,6547286,47.67538975,-122.2919619,76,64,52
33218,6378275,47.55865441,-122.2988401,31,0,48
33219,6480514,47.61010589,-122.311345,5,5,33
33220,6575901,47.55272808,-122.3120581,63,2,22
33223,6441816,47.62213467,-122.3328378,58,92,95
33232,6423895,47.56062019,-122.3623462,74,94,78
33240,6408912,47.67253186,-122.3831571,79,66,46
33249,6416379,47.6752008,-122.291491,4,70,78
33272,6561646,47.70685079,-122.3075485,26,83,82
33287,6518909,47.60259086,-122.2880354,77,56,76
33298,6580852,47.53273436,-122.3855134,95,56,77
33299,6506500,47.6723646,-122.2915773,98,78,25
33302,6444468,47.59874453,-122.2989905,50,93,64
33306,6463139,47.61898194,-122.310534,22,42,72
33336,6393677,47.6530599,-122.3494086,42,1,68
33343,6385080,47.62168644,-122.3119159,38,50,67
33348,6482575,47.57243891,-122.3779477,39,31,45
33350,6358555,47.53472969,-122.3742607,81,21,96
33353,6453345,47.64149902,-122.3239275,77,0,44
33375,6497086,47.57276109,-122.2964664,20,2,21
33401,6429562,47.67646403,-122.2919145,55,76,49
33402,6401495,47.51051147,-122.2403385,74,71,68
33415,6476837,47.65955972,-122.3631991,43,7,17
33419,6374824,47.53311715,-122.2795644,87,15,44
33422,6226262,47.64158841,-122.3862801,85,31,6
33425,6391423,47.57454722,-122.3872999,48,90,20
33439,6383000,47.67399848,-122.3839149,86,58,18
33444,6378286,47.55902204,-122.2987876,57,96,59
33465,6428899,47.56950867,-122.386246,89,9,16
33484,6328148,47.51079608,-122.3841622,22,14,83
33514,6429885,47.63883594,-122.283562,38,4,92
33522,6360786,47.66901215,-122.359347,94,51,19
33534,6529236,47.67255857,-122.3853905,9,64,73
33547,6432566,47.66031193,-122.344907,30,13,53
33552,6461659,47.56191319,-122.3851303,47,17,42
33563,6356381,47.62836372,-122.2996171,76,69,90
33567,6530494,47.61690395,-122.2867506,52,59,96
33574,6363057,47.64241442,-122.3746134,85,6,28
33577,6370524,47.60471117,-122.3046812,2,15,26
33578,6435766,47.54436113,-122.3889899,56,91,70
33592,6395505,47.51648138,-122.2745662,91,13,1
33600,6458156,47.70494424,-122.3579408,64,83,57
33601,6507414,47.56937632,-122.2831634,79,89,20
33613,6449841,47.55655062,-122.3614432,19,82,59
33620,6389326,47.67292106,-122.3889493,61,98,35
33623,6495141,47.66030758,-122.3045748,92,93,48
33626,6544007,47.66107313,-122.3156672,71,43,37
33632,6502122,47.56962859,-122.2832165,39,3,63
33659,6442920,47.54088181,-122.3783738,10,83,91
33660,6504242,47.60601002,-122.3231741,32,62,10
33662,6351908,47.67141024,-122.2965634,41,39,86
33668,6481846,47.60251514,-122.3204888,26,2,23
33696,6460731,47.53579519,-122.2684199,12,91,93
33722,6342236,47.6481784,-122.3890636,31,42,25
33725,6460390,47.54020579,-122.3808087,99,12,67
33739,6443330,47.62614456,-122.324045,78,18,0
33740,6556307,47.69546764,-122.2891481,12,12,69
33744,6492810,47.68673302,-122.3296957,16,87,92
33773,6359824,47.53550968,-122.3817751,63,75,79
33791,6389369,47.67802559,-122.3763781,56,13,92
33816,6465131,47.64618756,-122.3836788,72,56,88
33838,6417958,47.68061371,-122.2837121,90,21,63
33854,6314114,47.67611314,-122.3124304,82,54,33
33877,6480999,47.568644,-122.3597891,85,50,14
33884,6537624,47.65487421,-122.3276341,4,1,97
33909,6407780,47.65485385,-122.3857667,77,63,51
33924,6363305,47.60185619,-122.3170459,94,8,51
33930,6471417,47.6195152,-122.3038344,22,0,4
33945,6508871,47.6777535,-122.2846645,53,39,97
33948,6394685,47.60214245,-122.3069056,45,19,29
33970,6368629,47.64592112,-122.3624349,60,98,82
34004,6383639,47.69369483,-122.3381191,59,6,12
34042,6530080,47.59275755,-122.2961939,36,94,38
34053,6408505,47.68097401,-122.3728211,88,73,99
34062,6402062,47.70021565,-122.3470768,20,9,4
34066,6523826,47.55408031,-122.3602713,62,12,22
34067,6570912,47.54044963,-122.3708602,71,63,91
34076,6401678,47.61790205,-122.299378,97,13,27
34097,6365021,47.72132768,-122.2895168,92,50,62
34125,6555086,47.63607117,-122.3504465,27,88,6
34148,6427271,47.59219157,-122.2985496,86,97,63
34151,6432941,47.70524363,-122.3524732,58,1,20
34157,6474375,47.61205688,-122.3109605,98,97,15
34163,6345389,47.6278276,-122.3512942,40,92,34
34170,6415795,47.64846887,-122.4071653,58,86,55
34196,6422314,47.57620263,-122.3099429,26,35,58
34203,6552475,47.6720931,-122.3779349,82,81,1
34228,6495055,47.63518036,-122.3730085,73,83,99
34252,6418661,47.5735097,-122.3224022,28,91,24
34255,6411296,47.58383869,-122.3751006,14,91,41
34284,6166912,47.55648826,-122.2902749,16,41,92
34285,6353536,47.61665268,-122.3326278,84,2,39
34299,6496421,47.68142386,-122.3223442,37,51,79
34300,6353987,47.6924173,-122.2692825,62,33,98
34301,6471944,47.58762444,-122.3114096,17,12,13
34336,6404209,47.56015663,-122.2910966,23,64,66
34342,6440068,47.67807403,-122.3755766,7,49,43
34345,6448374,47.66389117,-122.3038142,38,23,89
34366,6496674,47.52891489,-122.3610124,50,84,4
34375,6319992,47.67554783,-122.3872397,3,92,81
34405,6355722,47.5636867,-122.2945288,47,27,0
34409,6331030,47.58832191,-122.3868274,1,0,46
34411,6459528,47.51231331,-122.3828237,21,17,70
34414,6482587,47.6722086,-122.3799789,60,89,19
34420,6167255,47.60771827,-122.2854017,63,69,33
34423,6450647,47.64131183,-122.3584924,3,0,6
34431,6348869,47.68078128,-122.368619,95,20,57
34458,6388671,47.60724989,-122.3164411,98,79,39
34506,6344114,47.6981974,-122.2954541,22,71,33
34528,6515303,47.53386175,-122.3481018,49,53,83
34540,6583386,47.58766055,-122.2940575,91,48,52
34544,6401923,47.66960528,-122.2854782,59,0,20
34553,6573821,47.67103039,-122.2834999,70,92,4
34555,6477560,47.52751102,-122.3843033,73,46,87
34556,6471414,47.61950235,-122.3045341,43,12,38
34568,6573809,47.63600033,-122.2830119,7,54,35
34583,6536537,47.66588827,-122.369946,91,34,23
34594,6623248,47.67347482,-122.3320719,30,18,0
34611,6586972,47.6572546,-122.3253923,12,22,46
34635,6559242,47.55291069,-122.3120643,44,11,9
34637,6402859,47.70823803,-122.2986875,58,38,20
34652,6474039,47.69223143,-122.3702713,87,31,55
34657,6515795,47.6747582,-122.366651,40,76,57
34659,6548645,47.63454715,-122.3687299,68,8,89
34692,6496147,47.72347576,-122.3626585,54,51,62
34703,6348084,47.69432842,-122.3430846,35,32,67
34711,6481801,47.55047808,-122.3811627,71,27,57
34717,6456656,47.72295531,-122.3525607,91,8,24
34727,6516499,47.60423386,-122.3154862,40,91,59
34728,6545834,47.55216514,-122.3627134,54,93,18
34742,6355539,47.5594864,-122.3617713,34,32,74
34745,6519229,47.5381539,-122.2715131,88,91,38
34774,6464562,47.53611547,-122.3793743,3,14,64
